others,url,v_news_content,title
"发布日期：2020-06-18    作者：莫诗逸     来源：
        点击：",http://www.gxstnu.edu.cn/info/1024/10261.htm,"6月16日下午，广西师范大学党委副书记旷永青一行9人到我校开展校友代表座谈会，来宾市人民政府教育督导委员会办公室主任黄祖应陪同调研。我校副校长蓝海，原校长助理、退休干部曾令宏及部分广西师大校友参加了座谈会。,会上，蓝海副校长代表学校对旷永青副书记一行到访表示热烈欢迎，并简要介绍了参会的校友代表，同时表达了对母校的思念、感恩之情，希望双方以此次交流为契机，进一步加强沟通与合作，共同促进学校发展。,原校长助理、退休干部曾令宏教授向与会代表详细汇报了广西师范大学校友会广西科技师范学院联络处的筹备工作情况，并表态将履行好会长职责，做好服务工作，依法依规开展各项校友联谊活动。,旷永青副书记对我校热情接待、积极筹备校友联络处表示感谢，希望通过成立广西师范大学校友会广西科技师范学院联络处以凝聚师大校友力量，促进两所学校的共同发展。并衷心期望各位校友相约母校、齐叙友情、共商发展。",【图文】广西师范大学党委副书记旷永青一行到我校开展校友代表座谈会
"发布日期：2020-06-17    作者：程茂华     来源：发展规划与学科建设处
        点击：",http://www.gxstnu.edu.cn/info/1024/10251.htm,"6月16日下午，学校在科教楼八楼会议室召开学位评定委员会会议。校学位评定委员会主席、校长张鹏，副主席、校党委书记陈贵英，校党委副书记陈翔、副校长梁梅出席会议，学位评定委员会全体委员参加会议。会议由张鹏校长主持。,会议现场,会上，学校学位评定委员会办公室、各学位评定分委员会以及教务处分别汇报了2020届本科毕业生学士学位资格审核情况。会议审议通过了授予2020届1866人普通高等教育本科学士学位。,张鹏校长在总结讲话中充分肯定了学校学位评定委员会和各分委员会的工作。结合学位授予率，张校长强调，要进一步提高教学质量、严格学位授予标准；各二级学院要重视学生的培养工作，加强学位论文过程管理，严把学位论文质量关，不断加强学校本科教育内涵建设。",【图文】学校召开学位评定委员会会议
"发布日期：2020-06-17    作者：李小雨     来源：校工会
        点击：",http://www.gxstnu.edu.cn/info/1024/10250.htm,"6月16日下午，学校在图书馆学术报告厅举办新一届教代会暨工代会代表培训会，邀请自治区总工会干部学校副校长、高级讲师何华英主讲。学校党委副书记陈翔出席会议，新一届教代会暨工代会代表共100余人参加培训会。,何华英副校长就如何做好新时代教职工代表为主题，为大家讲授了新时期教职工代表如何履行义务和职责，提高依法行使民主权利及民主管理学校的能力，落实好教代会的各项权利。何副校长重点阐述了如何写好提案，发挥民主参与作用，内容丰富，实用性强，既有理论高度又紧贴工作实际，具有较高针对性和指导性。,自治区总工会干部学校副校长何华英作讲座,通过此次培训，代表们对如何做好新时代教职工代表有了更深刻的认识，增强了认真履职的责任心，在学校管理和发展中将更好的发挥纽带作用，为学校发展建言献策。",【图文】学校举办新一届教代会暨工代会代表培训会
"发布日期：2020-05-22    作者：刘朝霞     来源：纪检监察室
        点击：",http://www.gxstnu.edu.cn/info/1024/10188.htm,"5月21日下午，我校在科教楼6楼会议室召开2020年纪委会。校党委书记陈贵英出席会议并讲话。学校纪委委员、二级单位纪委书记（纪检委员）、纪检监察室全体干部参加会议。会议由校党委副书记、纪委书记吴江萍主持。,会议现场,吴江萍同志总结回顾了我校2019年纪检监察工作，对学校2020年纪检监察工作作了部署。她指出，2020年我校纪检监察工作在上级党委、纪委和学校党委的正确领导下，紧紧围绕学校中心工作，积极协助党委深化全面从严治党，坚持和完善监督体系，强化对权力运行的制约和监督，构建一体化推进不敢腐、不能腐、不想腐体制机制，在学校的转型发展中充分发挥监督保障执行、促进完善发展作用，加强纪检干部队伍建设，为学校转型发展提供坚强的纪律保障。,校党委书记陈贵英在会上作了讲话。她对我校纪委过去一年的工作表示肯定，并对2020年纪检监察工作提出了展望和要求。陈书记要求全体纪检监察干部在工作实际中，一要提高政治站位，强化责任担当；二要坚持学思践悟，提升履职能力；三要改进方式方法，确保监督实效；四要坚持原则底线，抓早抓常抓细；五要模范遵纪守法，打造纪检监察干部铁军。陈书记强调，全体纪检监察干部要不忘初心、牢记使命，以更高的标准、更严的要求、更硬的作风扛起肩上沉甸甸的责任，努力营造风清气正的校园政治生态，为学校转型发展保驾护航。,会上，还深入学习了十九届中央纪委四次全会、自治区纪委十一届六次全会、来宾市纪委四届六次全会有关精神，并运用相关违纪典型案例开展了警示教育。",【图文】学校召开2020年纪委会
"发布日期：2020-06-15    作者：杨新士     来源：党委宣传部
        点击：",http://www.gxstnu.edu.cn/info/1024/10241.htm,"舞台上俊朗的形象，广播里洪亮的声音，教室内专注的神情，见面时自信的微笑……这是我校外国语学院2016级英语专业本科班学生王德健给人的良好印象。大学四年，可以说王德健赚得“盆满钵满”——顺利通过四六级考试，荣获“外研社杯”全国英语演讲大赛广西赛区二等奖、全国大学生英语竞赛B类二等奖、“外研社杯”全国英语翻译大赛三等奖，连续三届荣获学校英语演讲大赛一等奖，两次获得校长奖学金。在同学们的眼中，王德健就是“颜霸”兼“学霸”代言人，不仅有颜值更有才华，被同学们称为广西科师“江直树”。学弟学妹们说：“德健师兄，我们看到了你在整个大学阶段的优秀，你一直都是我们学习的榜样。”其实，王德健，不仅是平日里同学们学习的榜样，今年，他还成为学校里所有考研同学心中的榜样——他以优异的成绩考取了北方工业大学外国语言文学专业研究生！,翻开王德健的履历，他的大学生活丰富多彩，在校园广播台担任播音员，在校史馆担任解说员，在班级担任学习委员……在学校各大活动中都会出现他忙碌的身影。当谈起参加学校活动，他说：“我们做的每件事情都是成长路上的垫脚石，只要觉得对自己的成长有用，做事情的时候就不会觉得累。”“我在大学的四年之中，有超过一半的时间都在担任校园广播台播音员，大概每周都有两到三次播音的工作。刚开始做播音员的时候，因为广播节目都是直播，就会花很多时间来熟悉稿件，我尽量避免出现任何一个细微的播音事故。”王德健说，“做校园广播台播音员锻炼了我每天合理安排时间的能力，更加懂得提高效率的重要性，也培养了我认真负责的态度，对考研期间的学习和未来的发展来说，对我有很大帮助。”,王德健谈起在校史馆做解说员时说：“在校史馆，我从话筒前走到参观者面前，我更加注重自己的措词和言行举止。刚开始的时候，我比较拘束，担心自己出错给学校造成负面影响。于是更加夯实自己的业务知识，我发现每位来访的领导都非常亲切，从开始的拘束到逐渐变得游刃有余，把重心放在做好解说上面。在校史馆做解说的日子里，我与参观者的交流变得从容不迫，为考研的复试环节打下了很好的基础，对我帮助很大。在研究生复试的时候，我言语得体，表现得落落大方，注重礼仪，很好地发挥出了自己的水平，幸运地在面试中取得了专业第一名的好成绩。”,王德健说他从小就与英语结下了不解之缘。在谈起为什么选择考研，王德健说：“是对兴趣的延续，英语从童年开始就是我最喜欢的科目，我很希望能够掌握一门新的语言，并且进行深入的研究。随着学习的推进，我渐渐可以用另一种语言来思考，一种语言的背后是一个民族的思维逻辑，让我可以用英语的逻辑来体会英美文学的内涵，用英语的逻辑思维换个角度来看世界，就是这样点滴的兴趣转化为我无穷的动力，我也希望能尽快有一天将英语内化为自己的文化涵养。”当谈起考研择校时，他说：“从小对首都北京充满了无限的向往，在北京读书是自己梦寐以求的心愿，另一方面从现实角度来讲，从当前的就业趋势来看，本科生面临就业的压力越来越大，从大学开始就规划自己的考研之路，我们每个人都不是万能的，要学会发现自己的长处，努力提高自己的专业能力，把自己最大的优势发挥出来。”,王德健在大学期间，积极参加各种英语竞赛，通过在实践中提高自己的英语水平，在比赛中屡获佳绩，不断拓宽视野，也增强了自信心。除此之外，他还曾在中国甘蔗博览会中担任一位美国外宾的陪同翻译。在与外国友人的交流中，自己在象牙塔学习的知识，有了充分展示的机会。谈起学习，王德健有自己独到的见解，“学习英语不能只是沉溺于大量的题海中，要从发展的长远角度考虑，能够用英语流利表达和交流更加重要。我的微信消息列表里有五分之一都是英语的信息或语音，我很热衷于将每天学到的专业知识运用在我与外国朋友的交流中，也希望通过英语竞赛的形式将课本的知识转化实践的能力。”王德健说：“自己能够用英语熟练地表达与交流，这很大程度上得益于大学四年里沉浸式的英语学习环境。”,参加2018年“外研社杯”全国英语演讲大赛广西赛区决赛,在2017中国甘蔗机械化博览会（来宾）中担任翻译,在谈起如何处理参加校园文化活动和专业学习时，王德健说：“我并没有觉得参加活动会影响到我的专业学习，恰恰相反，都是对我学习英语的有益补充。专业学习可以支撑我的竞赛和播音主持水平提升。另一方面，英语的广泛实践可以激励我学习，使我更加感受到英语魅力，更加坚定了未来继续攻读英语专业研究生的决心。还有每天忙碌的校园文化生活锻炼了我对时间的合理分配，使我又好又快地完成每一项工作。为了督促自己在学习上多花心思，我一直担任我们班的学习委员，我当时的想法就是让这个职位给自己压力，随时提醒自己不能疏忽学业，全班同学都是我的监督者，也很感谢这样的监督和鞭策使我的学习成绩一直名列班级前茅。”他风趣地说：古人云‘鱼与熊掌不可兼得’，我认为，有时候是可以的。”,（左一）王德健主持庆祝建党96周年文艺晚会,（第二排右二）王德健担任文莱舞狮队志愿者,在确定了考研院校，王德健为了自己的理想坚持着，与之前热热闹闹的大学生活形成了巨大的反差。他每天开始了“三点一线”的生活，图书馆、宿舍、食堂就是他每天的行程，用他自己话说“考研期间换了一种活法。”在考研冲刺的日子里，他全身心的投入学习之中。在讲起复习考研经历时，王德健说，“既然选择了远方，便只顾风雨兼程。我当时给自己制定了每天的作息时间表和学习计划，整日伏案研读的滋味并不好受，为了心中的理想，吃苦算不得什么。一个月以后，我渐渐适应了考研复习的节奏，我还经常与指导老师、考研伙伴进行交流，让我获取了很多备考的技巧。,在谈起要留给学弟学妹们考研经验时，王德健说：“我最喜欢的一句格言是‘God helps those who help themselves’，天助自助者。学弟学妹们都是非常优秀的，相信他们会为我们的母校赢得更多的荣誉。大学也是人生中的一个分水岭，一样的起点，但会有不同的终点。希望各位学弟学妹们早日订立自己的目标，不要荒废四年光阴。如果你选择考研，那么你一定要能忍受孤独和寂寞，希望你能学会坚持，保持一颗平淡的心，用四年时间沉淀，待厚积薄发。,“可以说，自己很幸运，一路上要感谢的人实在是太多了，我能考研成功离不开领导老师的帮助。我们学院领导非常支持同学们考研，安排了我们考研的同学暂缓实习，还给每位同学安排一位指导老师，并在初试之前多次为同学们召开座谈会，详细了解我们的困难。让我们可以全身心投入到备考之中。”王德健多次这样提到学院里的领导老师。“很感谢母校和老师对我的辛勤培养，给我们提供各种平台，让我尽情的挥洒汗水，展现青春最亮丽的色彩。大学四年的时光，有太多太多值得留恋的美好回忆，广西科师已成为我的第二故乡，是我和许许多多学子扬帆远航的出发地，我会持续关注母校的发展，愿母校‘桃李满园扬四海，硕果累累振中华’。”对于母校的培养，王德健饱含深情地说。,“胸藏文墨怀若谷，腹有诗书气自华”。在与王德健交流中，他眼神充满坚毅和自信，把自己的大学课外生活与专业学习处理的井井有条、相得益彰，对时间有着合理的规划。每一个成功人士的背后都是不可复制的经历。他们虽然走在不同的道路上，却都有一个共同点，那就是知道自己想要什么，并且为之努力。这应是考研成功的秘诀所在。",【榜样人物】胸藏文墨怀若谷 腹有诗书气自华——记外国语学院王德健同学的成功考研之旅
"发布日期：2020-05-25    作者：滕祥臣     来源：科研管理处
        点击：",http://www.gxstnu.edu.cn/info/1024/10189.htm,"5月18日-24日，学校社科联在来宾校区、柳州北校区同时开展以“科学精准防疫，统筹推进疫情防控与经济社会发展”为主题的2020年广西社会科学普及活动周系列活动。,活动期间，学校社科联向师生发放防疫宣传手册，指导学校师生科学防疫、合力抗击疫情。同时，联合学校心理健康教育与研究中心开展心理健康教育宣传活动，印发《广西科技师范学院2020年春季学期大学生心理自助手册》，制作、宣传防疫心理动漫微视频，开展积极的心理干预。,为做好新冠肺炎疫情防控工作，有效减少社会科学普及活动线下大规模开展和人员密集流动，学校社科联还积极组织开展线上科普宣传活动，利用各种媒介宣传《广西壮族自治区社会科学普及条例》和组织教职工线上浏览2020年广西社会科学普及活动网上虚拟展馆。,通过此次科普周活动，引导师生以积极向上的心态参与到科学防控疫情当中，真正做到“科学防疫，你我同行”。同时，让更多的人学习社会科学、认识社会科学、参与普及社会科学。,活动现场",【图文】学校社科联组织开展2020年广西社会科学普及活动周系列活动
"发布日期：2020-05-25    作者：杨新士     来源：党委宣传部
        点击：",http://www.gxstnu.edu.cn/info/1024/10190.htm,"举世瞩目的中华人民共和国第十三届全国人民代表大会第三次会议和中国人民政治协商会议第十三届全国委员会第三次会议，分别于5月22日和5月21日在北京开幕。,我校师生热切关注全国“两会”的召开盛况，通过手机、电脑、电视等多种渠道了解两会进程、关注“两会”内容、学习“两会”精神，并结合自身工作学习实际，就会议话题展开热议。,党委组织部（统战部）统战科副科长韦贵方老师：“两会”的召开令人倍感振奋。李克强总理在作政府工作报告时说，我们要坚持和完善民族区域自治制度，支持少数民族和民族地区加快发展，铸牢中华民族共同体意识。今年年初，一场突如其来的疫情严重干扰了人民群众的生产生活，全国各族人民团结一心，以不同方式积极参与疫情防控，凝聚起坚不可摧的强大力量，这是中国特色社会主义民族政策优势的体现。作为一名民族地区的高校教师，我认为熟悉和掌握党的民族政策十分重要，在日常教学中应加强培育学生的中华民族共同体意识，为实现中华民族伟大复兴的中国梦筑牢思想基础。,文化与传播学院学生工作办公室副主任郑皓星老师：“两会”的召开令人振奋，这在一定程度上标志着我国取得了“战疫”的阶段性胜利。我个人特别关注“两会”中关于高校疫情防控和就业问题的讨论。今年“两会”把就业问题作为一个重要议题，是真正为人民考虑，同时对于青年大学生来讲，就业更是关系他们的前途命运，只有就业问题解决了，才能更好的实现经济发展目标，人民生活也会更加幸福安定。作为一名高校思想政治工作者，我将更加注重学生的思想引领，引导学生坚定理想信念，厚植爱国情怀，为学生做好各项服务和保障工作，为让更多毕业生落实就业贡献自己的一份力量！,体育学院辅导员李小龙老师：作为一名高校辅导员，我积极引导学生关注“两会”，认真组织学生学习“两会”精神，引领学生树立理想信念、培养各种本领、磨炼精神品格，努力做好学生成长成才的指引者和领路人，落实高校“立德树人”的根本任务，为培养有理想、有追求、有担当的青年大学生贡献力量。,学生工作处学生资助管理中心王永武老师：全国“两会”,万众期盼，世界瞩目！这是我们在疫情防控阻击战取得重大成果之际的盛会，也是我们在决胜全面小康、决战脱贫攻坚之际的盛会。在决胜全面小康之年，我认为大学生资助工作尤为重要。学生资助是一项重要的保民生、暖民心工程，事关教育公平，事关社会公平，事关全面建成小康社会。在这个疫情防控的特殊时期，我们要坚持以习近平新时代中国特色社会主义思想为指引，坚持以人民为中心的发展思想，积极推进精准资助和资助育人，为“不让一个学生因家庭经济困难而失学”提供坚实保障。,教育科学学院小学教育专业韦梦语同学：在这疫情防控的特殊时期，我们迎来了全国“两会”的召开。我与全国人民一样都热切关注着“两会”的进展和时事报道。当前，全国人民团结一心对抗疫情，让我深刻认识到中国制度的优越性，也感受到了中国的速度和强大，我心中充满着自豪感。作为一名当代大学生，我们要深知自己的时代责任和使命，要认真学习“两会”精神，学习好专业知识，提升自我，做一个事业有成的“追梦人”。,音乐与舞蹈学院音乐学专业潘富婧同学：今年的全国“两会”在特殊时期召开，我非常关注我国对于疫情防控作出的重大决策部署。自疫情暴发以来，举国上下深切感受到以习近平同志为核心的党中央对人民群众的生命安全和身体健康高度负责的态度。全国的医护工作者奋战在抗击疫情第一线，铸造了疫情防控的“钢铁长城”。举国上下的努力有了收获，我国的新冠肺炎疫情基本得到了有效控制。作为大学生的我们，应该成为抗击疫情的践行者，抵制谣言的守护者，为全面打赢这场疫情防控阻击战奉献自己的力量。,外国语学院英语教育专业张嘉怡同学：新冠肺炎疫情使“两会”延至初夏，但它依然牵动全国人民的殷切目光。幸福是奋斗出来的。在新的起点上，作为新青年的我们，一定要不忘初心，继续前进，以习近平新时代中国特色社会主义思想为指导，披荆斩棘，努力奋斗，继续追逐我们的梦想，成为新时代的追梦人。,外国语学院英语教育专业陈宇洁同学：在特殊时期召开的“两会”，我尤其关注疫情防控。有关科研人员认为，新冠肺炎疫情或将长期存在，可能在局部地区流行,要做好打“持久战”的准备。作为大学生的我们，虽然不需要冒着生命危险奋战在疫情防控的一线，但一定要认真学习，加强自我防护，全力支持疫情防控工作。,食品与生化学工程学院化学教育专业张文婷同学：特殊的背景，特殊的节点，“两会”使命中不变的是人民情怀。“两会”开幕，委员们集体肃立，为在新冠肺炎疫情中牺牲的烈士和逝世同胞默哀一分钟。这一分钟的默哀，是对逝者的缅怀，对生命的敬畏，更是以人民为中心的体现。在“两会”上，此时的人民是“阅卷官”，“两会”上倾听人民的心声，确立人民标尺，接受人民监督，向人民交上一份满意的答卷。我相信中国共产党的领导下和全国人民的共同努力下，中国一定会越来越强大。",【图文】我校师生热议2020年全国“两会”
"发布日期：2020-05-27    作者：侯雄     来源：后勤管理与基本建设处
        点击：",http://www.gxstnu.edu.cn/info/1024/10192.htm,"5月26日上午，蓝海副校长在科教楼6楼会议室主持召开国债项目推进会。后勤管理与基本建设处、审计与督查处、发展规划与学科建设处、国有资产管理处等部门负责人参加会议。,会上，蓝海副校长认真听取了各相关部门负责人对大学生服务中心、来宾校区学生宿舍、留学生公寓以及柳州校区校舍维修等国债项目的工程进度情况、项目推进过程中所遇到的困难。,蓝海副校长在会上肯定了各部门在项目推进中所做的努力，同时，指出项目工程前期工作存在的差距和不足。蓝副校长强调，要以问题为导向，加快推进工作落实，强化流程管理，聚焦规划、审计、招标、开工等关键环节，做到多沟通、多协调、多争取市直部门的支持，力争项目工程早日开工建设。,会议现场",【图文】蓝海副校长主持召开国债项目推进会
"发布日期：2020-05-27    作者：杨琪     来源：党委宣传部
        点击：",http://www.gxstnu.edu.cn/info/1024/10193.htm,"5月27日上午，学校在科教楼七楼会议室召开“三全育人”工作推进会，检查和督促各有关部门认真抓好课程、科研、实践、文化、网络、心理、管理、服务、资助、组织等十个方面育人工作。学校党委书记陈贵英出席会议并讲话，副校长梁梅主持会议。,会议现场,会上，教务处、马克思主义学院、校团委3个单位负责人作交流发言，介绍推进课程思政建设、思政课程建设、文化育人等方面的工作经验。党委办公室、组织部、宣传部、学生工作部、科研管理处、后勤管理与基本建设处、心理健康教育与研究中心、实验实训中心等8个单位负责人分别就所牵头的育人工作进展、成效、存在问题及下一步工作打算进行了汇报。党委宣传部作为学校“三全育人”工作领导小组办公室，在会上汇报了学校推动“三全育人”工作中存在的不足和问题。,陈贵英书记在讲话中指出，“三全育人”综合改革方案出台以来，各相关单位较好地履行责任，各项工作取得了一定的成效，并指出工作中在协调配合、上下贯通、方式方法等方面存在的问题。就下一步我校的“三全育人”工作，陈书记强调，一要提高政治站位，切实增强做好“三全育人”工作的政治自觉、思想自觉、行动自觉；二要强化责任担当，确保“三全育人”工作落实落地；三要加强工作协调，深入推动“三全育人”工作常态化、见成效；四要尽快推进二级学院“三全育人”工作，形成完整的育人体系和良好的育人环境，确保“三全育人”工作不断取得新的成果。",【图文】学校召开“三全育人”工作推进会
"发布日期：2020-05-28    作者：     来源：党委宣传部
        点击：",http://www.gxstnu.edu.cn/info/1024/10194.htm,"5月28日，学校党委召开会议，传达学习习近平总书记对毛南族实现整族脱贫重要指示精神，学习自治区党委书记鹿心社、自治区主席陈武的讲话精神，校领导陈贵英、张鹏、吴江萍、陈翔、蓝海、梁梅、胡国强及党委委员陆茂、张庆武、潘兴明参加会议。学校党委书记陈贵英主持会议。,会上，陈贵英书记在传达学习时指出，近日，习近平总书记对毛南族实现整族脱贫作出重要指示，指出全面建成小康社会，一个民族都不能少。希望乡亲们把脱贫作为奔向更加美好新生活的新起点，再接再厉，继续奋斗，让日子越过越红火。习近平总书记强调，当前，脱贫攻坚已经到了决战决胜的关键时期，越到紧要关头越要坚定信心、真抓实干。各级党委和政府要坚定不移把党中央决策部署落实好，克服新冠肺炎疫情带来的影响，集中力量啃下脱贫硬骨头，多措并举巩固成果，确保高质量完成脱贫攻坚目标任务，奋力夺取脱贫攻坚战全面胜利。,会议还组织学习自治区党委书记、自治区人大常委会主任鹿心社，自治区党委副书记、自治区主席陈武分别就深入贯彻落实习近平总书记重要指示精神提出的要求。,毛南族是我国28个人口较少民族之一，广西环江县是国家扶贫开发工作重点县，也是全国唯一的毛南族自治县，全县有毛南族6.45万人，占全国毛南族总人口的约70%。2019年底，环江县贫困发生率降至1.48%。2020年5月，环江县退出贫困县序列。,                                                                          会议现场",【图文】学校党委传达学习习近平总书记对毛南族实现整族脱贫重要指示精神
"发布日期：2020-05-02    作者：杨新士     来源：党委宣传部
        点击：",http://www.gxstnu.edu.cn/info/1024/10119.htm,"5月2日，学校领导陈贵英、张鹏、吴江萍、陈翔、蓝海，在相关部门和学院负责人陪同下，分头深入来宾校区和柳州校区学生宿舍看望返校的非毕业年级学生。,在学生宿舍，校领导与同学们亲切交谈，询问大家返校路途防护、假期学习、返校的感受、学业规划等各方面情况，叮嘱同学们加强自我防护，注意身体健康，保持良好的学习生活规律，严格遵守校规校纪和疫情防控期间校园封闭管理规定。并向学生赠送学校的“返校健康礼包”。,陈贵英书记在来宾校区学生宿舍与同学们亲切交谈,陈贵英书记给返校学生送“返校健康礼包”,张鹏校长到柳州校区学生宿舍看望返校学生,张鹏校长给返校学生送“返校健康礼包”,同学们对学校领导和老师的关心表示感谢，表示要严格遵守学校的各项规定和要求，做好防护，认真学习，不辜负学校领导的殷切希望。",【防控疫情】学校领导深入学生宿舍看望返校非毕业年级学生
"发布日期：2020-05-04    作者：杨新士     来源：党委宣传部
        点击：",http://www.gxstnu.edu.cn/info/1024/10126.htm,"5月4日是我校2020年春季学期学生返校后开展课堂教学的第一天，学校领导陈贵英、张鹏、吴江萍、陈翔、蓝海、梁梅、李栋学、胡国强，在相关部门负责人陪同下，分别深入教室检查指导课堂教学情况及疫情防控工作。,学校党委书记陈贵英、校长张鹏等校领导对教师授课、学生出勤、课堂纪律、教学秩序及课堂疫情防控各个环节的管理情况进行全面检查，并随堂听课。同时，对各二级学院和相关部门提出要求。一是进一步加强学生日常管理和服务，及时解决开学过程中遇到的各种困难和问题，确保教学工作有序进行；二是做好线上教学与课堂教学的衔接工作，确保教学质量不断提升；三是各学院各部门要进一步提高政治站位，坚持疫情防控和教育教学工作两手抓、两手硬，特别是疫情防控工作要做到不麻痹、不松劲，确保师生的生命安全和身体健康。,陈贵英书记检查上课情况,张鹏校长随堂听课,从检查情况看，开学返校课堂教学第一天，我校教学工作运行良好，教师教学准备充分、学生到课率高、教学保障措施到位、疫情防控措施有力，师生展现了良好的精神面貌。",【图文】学校领导检查新学期学生返校后第一天上课情况
"发布日期：2020-05-08    作者：杨新士     来源：党委宣传部
        点击：",http://www.gxstnu.edu.cn/info/1024/10141.htm,"5月8日上午，广西警察学院校长助理谭建华一行5人到我校交流访问。学校在科教楼6楼会议室举行交流座谈会，梁梅副校长以及相关部门负责人与客人在座谈会上交流学习。,梁梅副校长对谭建华一行到来表示热烈欢迎，并简要介绍了我校办学历史、办学特色和近年来建设发展取得的成就。双方重点就专业技术岗位设置与聘用的经验与做法进行深入的交流。,座谈会现场",【图文】广西警察学院校长助理谭建华一行到我校交流座谈
"发布日期：2020-05-08    作者：韦清燕     来源：科研管理处
        点击：",http://www.gxstnu.edu.cn/info/1024/10139.htm,"5月7日，学校自治区级重大科研平台（项目）建设工作会在科教楼6楼会议室召开。学校党委副书记陈翔、副校长李栋学及相关科研平台（项目）负责人、项目主要成员、相关学院负责人，科研管理处全体人员参会。会议由李栋学副校长主持。,会议现场,会上，“广西金秀大瑶山瑶族文化研究基地”“广西机器人高新技术企业孵化中心建设”“广西糖资源工程技术研究中心培育建设”“广西无机材料绿色制备与应用重点实验室”等4个自治区级科研平台（项目）负责人，从平台（项目）建设成效、存在问题和下一步工作计划进行汇报。“广西机器人高新技术企业孵化中心建设”和“广西糖资源工程技术研究中心培育建设”负责人还重点汇报了今年验收的准备情况。李栋学副校长分别对4个自治区级科研平台（项目）逐一进行了点评，提出建设期应该注意的问题和对策。李副校长要求，科研平台（项目）建设要做到不能与产业脱节、不能与学科教学脱节、不能与团队建设脱节、不能与建设周期脱节。,陈翔副书记强调，科研平台（项目）建设要紧扣学校学科建设，立足服务地方经济社会发展，项目负责人要准确理解上级文件精神，加强特色凝炼，打造亮点，挖掘有效资源，积极推动平台（项目）建设再上新台阶。",【图文】学校召开自治区级重大科研平台（项目）建设工作会
"发布日期：2020-05-12    作者：覃家璇     来源：国有资产管理处
        点击：",http://www.gxstnu.edu.cn/info/1024/10146.htm,"5月11日，北京师范大学出版集团向我校捐赠一次性医用防护口罩9000只并运抵来宾校区。,爱心捐赠仪式在我校科教楼前广场举行，北京师范大学出版集团区域经理刘庆，学校教务处处长林翠英、国有资产管理处副处长李进康参加捐赠仪式，并向北京师范大学出版集团致以感谢信。,勠力同心，共克时艰。北京师范大学出版集团此次给我校捐赠一次性医用防护口罩，缓解了我校开学后防疫物资缺乏的状况，为我校抗击疫情和维护正常教学提供了物资保障，同时也密切了校企双方的联系，为学校最终打赢抗击疫情攻坚战和圆满完成学期教学工作任务增添了信心与力量。",【防控疫情】北京师范大学出版集团向我校捐赠防疫物资
"发布日期：2020-05-01    作者：文：杨新士 图:林文强、杨新士、覃维英、王伟、王永武、王志永     来源：党委宣传部
        点击：",http://www.gxstnu.edu.cn/info/1024/10114.htm,"根据学校统一安排，在毕业年级学生已经顺利返校复学、进入正常的学习轨道之后，4月30日至5月2日，我校2020年春季学期非毕业年级学生分期分批有序错峰返校复学。学校党委、行政高度重视学生返校复学工作，多次召开非毕业年级学生返校工作部署会，细化工作要求，强化责任落实，确保学生返校复学工作平稳有序进行。,4月30日下午，学校党委书记陈贵英、校党委副书记陈翔率领相关部门负责人到来宾火车北站、校门口检查指导非毕业年级学生返校复学工作。5月1日上午，校长张鹏、副校长蓝海率队到柳州火车站、柳州校区检查指导学生返校复学工作。校领导要求各有关部门坚持把学生的生命安全和身体健康放在首位，严格按照工作流程抓好各环节工作。同时，叮嘱同学们按照学校要求，认真做好个人防护，自觉遵守校园封闭管理规定，以积极向上的心态投身新学期的学习生活。,陈贵英书记、陈翔副书记在来宾北站检查指导学生返校复学工作,张鹏校长、蓝海副校长在柳州火车站检查指导学生返校复学工作,张鹏校长、蓝海副校长在柳州校区检查指导学生返校复学工作,学校在来宾和柳州火车站、汽车站、两校区大门口设置设置了接驳点，并在车站安排专车接学生返校。学校工作人员严格执行扫码核验、测量体温、手部消毒、行李消毒、更换新口罩等工作流程，引导学生按照指定的单向路线井然有序地上车和进入校园，并指导学生进行科学防护，以贴心、热情的工作态度迎接每一位学生顺利返校。,行李消毒,返校学生扫码,测量体温,更换口罩,核验信息,登记信息,有序候车,志愿者引领学生排队上车,上学校接站专车,上车洗手消毒,按指定座位就坐,学生顺利到校,来宾校区校门口接驳点,学生登记信息,学生进入宿舍扫码测温,学生安全有序归来，昔日安静的校园恢复了生机活力。",【防控疫情】我校非毕业年级学生有序返校
"发布日期：2020-04-30    作者：文：程茂华 图：杨新士     来源：发展规划与学科建设处
        点击：",http://www.gxstnu.edu.cn/info/1024/10113.htm,"4月29日，学校学位评定委员会主席、校长张鹏在科教楼7楼会议室主持召开学校学位评定委员会会议。学位评定委员会全体委员参会，教学质量监控与评估处和机械与电气工程学院负责人列席。,全体与会人员对我校艺术教育、英语、电气工程及其自动化、财务管理、物流管理等5个专业进行新增学士学位授权评议和审核。各位委员逐一对各专业的申报材料和汇报进行评议，提出注意事项和修改意见。经表决，5个专业均全票通过审核。,张鹏校长指出，新增授权专业的审核是学校不断强化内涵建设、提高教学质量、突出专业特色、培养优秀人才，不断加快建设合格本科院校步伐的一个检验，这五个专业以及学校其他专业在今后的建设和发展中一定要坚定自信、认识不足，多向其他高校学习，努力推动学校学科专业的内涵建设。,会议现场",【图文】张鹏校长主持召开学校学位评定委员会会议
